employer_name;reviews_count;culture_count;salaries_count;benefits_count;employer_website;employer_headquarters;employer_founded;employer_industry;employer_revenue;url;geral;cultura_e_valores;diversidade_e_inclusão;qualidade_de_vida;alta_liderança;remuneração_e_benefícios;oportunidades_de_carreira;recomendam_para_outras_pessoas;perspectiva_positiva_da_empresa;segmento;nome;match_percent;nome_normalizado;cnpj;Nome_Bancos;ano;trimestre;categoria;tipo;instituição_financeira;índice;quantidade_de_reclamações_reguladas_procedentes;quantidade_de_reclamações_reguladas___outras;quantidade_de_reclamações_não_reguladas;quantidade_total_de_reclamações;quantidade_total_de_clientes__ccs_e_scr;quantidade_de_clientes__ccs;quantidade_de_clientes__scr
Banrisul;1000;155;1700;127;http://www.banrisul.com.br;Porto Alegre, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;De US$ 25 a US$ 100 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm;4.2;3.6;3.8;3.7;3.4;4.1;3.3;84.0;59.0;S2;BANRISUL;100;BANRISUL;92702067;BANRISUL - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;BANRISUL (conglomerado);37,68;190;550;115;855;5041288;3714546;3937433
Banrisul;1000;155;1700;127;http://www.banrisul.com.br;Porto Alegre, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;De US$ 25 a US$ 100 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm;4.2;3.6;3.8;3.7;3.4;4.1;3.3;84.0;59.0;S2;BANRISUL;100;BANRISUL;92702067;BANRISUL - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANRISUL (conglomerado);22,86;116;360;80;556;5073507;3715708;3960797
Banrisul;1000;155;1700;127;http://www.banrisul.com.br;Porto Alegre, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;De US$ 25 a US$ 100 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm;4.2;3.6;3.8;3.7;3.4;4.1;3.3;84.0;59.0;S2;BANRISUL;100;BANRISUL;92702067;BANRISUL - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANRISUL (conglomerado);14,72;75;233;95;403;5091709;3710716;3974497
Banrisul;1000;155;1700;127;http://www.banrisul.com.br;Porto Alegre, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;De US$ 25 a US$ 100 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm;4.2;3.6;3.8;3.7;3.4;4.1;3.3;84.0;59.0;S2;BANRISUL;100;BANRISUL;92702067;BANRISUL - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANRISUL (conglomerado);7,31;38;190;68;296;5198088;3716170;4072650
Banrisul;1000;155;1700;127;http://www.banrisul.com.br;Porto Alegre, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;De US$ 25 a US$ 100 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm;4.2;3.6;3.8;3.7;3.4;4.1;3.3;84.0;59.0;S2;BANRISUL;100;BANRISUL;92702067;BANRISUL - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BANRISUL (conglomerado);6,33;33;285;65;383;5213189;3722651;4084171
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2021;1º;Top 10;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);36,20;5263;6341;4920;16524;145367310;143826538;22933543
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);32,13;4681;5868;5457;16006;145684233;144161902;23113938
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);22,36;3264;4303;4305;11872;145914729;144407266;23490184
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);17,66;2564;3137;2949;8650;145144708;143598185;23841368
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);13,17;1911;2563;2092;6566;145044033;143432228;24508861
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);17,19;2550;3067;2729;8346;148308904;146717181;29403700
Caixa Econômica Federal;4000;717;7300;857;http://www.caixa.gov.br;BRASILIA, Brasil;nan;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm;4.4;3.8;4.2;3.7;3.5;4.3;3.9;86.0;72.0;S1;CAIXA ECONOMICA FEDERAL;98;CAIXAECONOMICAFERAL;00360305;CAIXA ECONOMICA FEDERAL - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CAIXA ECONÔMICA FEDERAL (conglomerado);12,08;1790;2331;2021;6142;148128348;146335552;32818092
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;CITIBANK (conglomerado); ;1;11;2;14;17612;16889;1620
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;CITIBANK (conglomerado); ;0;2;1;3;17853;16946;1807
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;CITIBANK (conglomerado); ;1;5;6;12;18294;17394;1809
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CITIBANK (conglomerado); ;1;6;9;16;18303;17392;1824
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CITIBANK (conglomerado); ;1;6;1;8;18222;17192;1934
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CITIBANK (conglomerado); ;4;14;7;25;18558;17710;1759
Citi;31000;8900;52000;9900;http://www.citigroup.com;New York, Estados Unidos;1812.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/citi;3.9;3.8;4.1;3.5;3.5;3.8;3.9;76.0;68.0;S2;CITIBANK;100;CITI;33479023;CITIBANK - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CITIBANK (conglomerado); ;2;9;8;19;18935;18057;1780
Credit Suisse;11000;3400;22000;2900;http://www.credit-suisse.com;Zurique, Suíça;1856.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Credit-Suisse-EI_IE3141.13,26.htm;3.8;3.8;4.1;3.9;3.3;3.6;3.7;68.0;34.0;S2;CREDIT SUISSE;100;ITSUISSE;33987793;CREDIT SUISSE - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;CREDIT SUISSE (conglomerado); ;0;2;2;4;5997;5993;384
Deutsche Bank;12000;3200;21000;3100;https://careers.db.com/;Frankfurt am Main, Alemanha;1870.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Deutsche-Bank-EI_IE3150.13,26.htm;3.9;3.8;4.0;3.8;3.5;3.6;3.7;78.0;70.0;S3;DEUTSCHE;100;UTSCHE;62331228;DEUTSCHE - PRUDENCIAL;2021;1º;Grupo Secundário;Banco/financeira;DEUTSCHE BANK S.A. - BANCO ALEMAO; ;0;1;0;1;2112;2093;164
Goldman Sachs;17000;4400;36000;4100;http://www.goldmansachs.com;New York, Estados Unidos;1869.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Goldman-Sachs-EI_IE2800.13,26.htm;3.9;3.7;4.0;2.9;3.5;3.8;4.0;72.0;63.0;S3;GOLDMAN SACHS;100;GOLDMANSACHS;04332281;GOLDMAN SACHS - PRUDENCIAL;;;;;;;;;;;;;
ING;4500;1500;7600;1100;http://www.ing.com/en.htm;Amsterdão, Países Baixos;1900.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;De US$ 5 a US$ 25 milhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-ING-EI_IE4264.13,16.htm;4.1;4.1;4.2;4.1;3.6;3.8;3.8;83.0;73.0;S3;ING;100;ING;49336860;ING - PRUDENCIAL;;;;;;;;;;;;;
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2021;1º;Top 10;Conglomerado;ITAU (conglomerado);19,72;1636;3086;2156;6878;82955510;63980098;49391035
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado;ITAU (conglomerado);17,59;1508;3312;1707;6527;85710724;67286470;49517795
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado;ITAU (conglomerado);15,05;1318;3194;2338;6850;87568455;68959837;50906457
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ITAU (conglomerado);12,76;1153;2810;1673;5636;90314397;71571940;52704743
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ITAU (conglomerado);12,26;1136;2726;1560;5422;92631221;73942108;53934158
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ITAU (conglomerado);14,40;1375;3171;1312;5858;95481328;76800409;55246772
Itau;22000;7500;38000;7500;http://www.itau.com.br;São Paulo, Brasil;1903.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm;4.5;4.3;4.4;3.9;4.0;4.6;4.2;91.0;82.0;S1;ITAU;100;ITAU;60872504;ITAU - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ITAU (conglomerado);15,26;1492;3154;1463;6109;97712980;79820279;54522214
JPMorgan Chase & Co;22000;8800;65000;9600;https://www.jpmorganchase.com/;New York, Estados Unidos;1799.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-JPMorgan-Chase-and-Co-EI_IE5224839.13,34.htm;4.0;4.0;4.2;3.6;3.6;3.9;4.0;80.0;76.0;S3;JP MORGAN CHASE;88;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;1;0;1;3931;3914;129
JPMorgan Chase & Co;22000;8800;65000;9600;https://www.jpmorganchase.com/;New York, Estados Unidos;1799.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-JPMorgan-Chase-and-Co-EI_IE5224839.13,34.htm;4.0;4.0;4.2;3.6;3.6;3.9;4.0;80.0;76.0;S3;JP MORGAN CHASE;88;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;2;1;3;4029;4004;105
JPMorgan Chase & Co;22000;8800;65000;9600;https://www.jpmorganchase.com/;New York, Estados Unidos;1799.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-JPMorgan-Chase-and-Co-EI_IE5224839.13,34.htm;4.0;4.0;4.2;3.6;3.6;3.9;4.0;80.0;76.0;S3;JP MORGAN CHASE;88;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;2;2;4;3672;3649;109
JPMorgan Chase & Co;22000;8800;65000;9600;https://www.jpmorganchase.com/;New York, Estados Unidos;1799.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-JPMorgan-Chase-and-Co-EI_IE5224839.13,34.htm;4.0;4.0;4.2;3.6;3.6;3.9;4.0;80.0;76.0;S3;JP MORGAN CHASE;88;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;1;0;1;0;0;0
J.P. Morgan;859;322;1600;227;http://www.jpmorgan.com;New York, Estados Unidos;1799.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-J-P-Morgan-EI_IE145.13,23.htm;4.1;4.0;4.2;3.5;3.7;3.9;4.0;82.0;77.0;S3;JP MORGAN CHASE;75;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;1;0;1;3931;3914;129
J.P. Morgan;859;322;1600;227;http://www.jpmorgan.com;New York, Estados Unidos;1799.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-J-P-Morgan-EI_IE145.13,23.htm;4.1;4.0;4.2;3.5;3.7;3.9;4.0;82.0;77.0;S3;JP MORGAN CHASE;75;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;2;1;3;4029;4004;105
J.P. Morgan;859;322;1600;227;http://www.jpmorgan.com;New York, Estados Unidos;1799.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-J-P-Morgan-EI_IE145.13,23.htm;4.1;4.0;4.2;3.5;3.7;3.9;4.0;82.0;77.0;S3;JP MORGAN CHASE;75;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;2;2;4;3672;3649;109
J.P. Morgan;859;322;1600;227;http://www.jpmorgan.com;New York, Estados Unidos;1799.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-J-P-Morgan-EI_IE145.13,23.htm;4.1;4.0;4.2;3.5;3.7;3.9;4.0;82.0;77.0;S3;JP MORGAN CHASE;75;JPMORGANCHASE;33172537;JP MORGAN CHASE - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;JP MORGAN CHASE (conglomerado); ;0;1;0;1;0;0;0
Merrill Lynch;5600;1200;9900;1200;http://www.ml.com;New York, Estados Unidos;1820.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm;3.8;3.6;3.9;3.5;3.5;3.8;3.8;66.0;61.0;S3;BOFA MERRILL LYNCH;84;BOFAMERRILLLYNCH;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4484;4477;103
Merrill Lynch;5600;1200;9900;1200;http://www.ml.com;New York, Estados Unidos;1820.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm;3.8;3.6;3.9;3.5;3.5;3.8;3.8;66.0;61.0;S3;BOFA MERRILL LYNCH;84;BOFAMERRILLLYNCH;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;BOFA MERRILL LYNCH (conglomerado); ;0;1;1;2;4782;4777;107
Merrill Lynch;5600;1200;9900;1200;http://www.ml.com;New York, Estados Unidos;1820.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm;3.8;3.6;3.9;3.5;3.5;3.8;3.8;66.0;61.0;S3;BOFA MERRILL LYNCH;84;BOFAMERRILLLYNCH;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4769;4763;107
Merrill Lynch;5600;1200;9900;1200;http://www.ml.com;New York, Estados Unidos;1820.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Mais de US$ 10 bilhões;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm;3.8;3.6;3.9;3.5;3.5;3.8;3.8;66.0;61.0;S3;BOFA MERRILL LYNCH;84;BOFAMERRILLLYNCH;62073200;BOFA MERRILL LYNCH - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4697;4691;110
